provider_code,label,address_line1,address_line2,postcode,latitude,longitude,suggestion_frequency,last_seen_on,suggestion_rank
RC,RC · Dunstable Road · LU4 8QP,Dunstable Road,,LU4 8QP,51.892466,-0.465088,1,2025-04-25,11
RELAY,RELAY · Goldney Road · W9 2AU,Goldney Road,,W9 2AU,51.524423,-0.196586,1,2024-07-08,1
RELAY,RELAY · Cambridge Avenue · UB10 0ER,Cambridge Avenue,,UB10 0ER,51.535554,-0.455544,1,2024-06-14,2
RES,RES · Musketeer Way · NR7 0YW,Musketeer Way,,NR7 0YW,52.633614,1.365645,1,2024-11-20,1
RES,RES · Coventry Road · B10 0XA,Coventry Road,,B10 0XA,52.474283,-1.866554,1,2024-10-29,2
RES,RES · Victoria Street · B70 0AD,Victoria Street,,B70 0AD,52.527173,-2.018007,1,2024-06-19,3
RES,"RES · St Andrews Shopping Centre, 280 Coventry Road · B10 0XA",St Andrews Shopping Centre,280 Coventry Road,B10 0XA,52.474283,-1.866554,1,2024-06-11,4
RJS,RJS · Kenilworth Road · LU1 1DQ,Kenilworth Road,,LU1 1DQ,51.884513,-0.429354,82,2026-05-06,1
RJS,RJS · Priestley Way · RH10 9NT,Priestley Way,,RH10 9NT,51.137643,-0.168953,71,2026-06-19,2
RJS,"RJS · Accident Specialists, Priestley Way · RH10 9NT",Accident Specialists,Priestley Way,RH10 9NT,51.137643,-0.168953,33,2026-05-13,3
RJS,"RJS · Claims Specialists, Kenilworth Road · LU1 1DQ",Claims Specialists,Kenilworth Road,LU1 1DQ,51.884513,-0.429354,21,2026-05-15,4
RJS,RJS · Tenby Drive · LU4 9BN,Tenby Drive,,LU4 9BN,51.896745,-0.453315,18,2025-02-07,5
RJS,"RJS · Claim Specialists, Kenilworth Road · LU1 1DQ",Claim Specialists,Kenilworth Road,LU1 1DQ,51.884513,-0.429354,15,2026-06-04,6
RJS,RJS · Accident Specialists · RH10 6AE,Accident Specialists,,RH10 6AE,51.111162,-0.191087,9,2025-08-12,7
RJS,RJS · Dunstable Road · LU4 8BX,Dunstable Road,,LU4 8BX,51.889219,-0.440350,6,2026-06-03,8
RJS,RJS · Theaklen Drive · TN38 9AZ,Theaklen Drive,,TN38 9AZ,50.868572,0.552799,6,2025-11-28,9
RJS,RJS · Dunstable Road · LU4 8BY,Dunstable Road,,LU4 8BY,51.889730,-0.441597,5,2026-04-28,10
RJS,"RJS · Claims Specialist, Storage Yard · LU4 9BN",Claims Specialist,Storage Yard,LU4 9BN,51.896745,-0.453315,5,2025-10-21,11
RJS,RJS · Antlands Lane · RH6 9TF,Antlands Lane,,RH6 9TF,51.146010,-0.124858,3,2026-04-17,12
RJS,RJS · 363 Dunstable Road · LU4 8BX,363 Dunstable Road,,LU4 8BX,51.889219,-0.440350,3,2026-04-09,13
RJS,"RJS · Accident Specialists, Brighton Road · RH10 6AE",Accident Specialists,Brighton Road,RH10 6AE,51.111162,-0.191087,3,2025-12-09,14
RJS,"RJS · Storage Yard, Tenby Drive · LU4 9BN",Storage Yard,Tenby Drive,LU4 9BN,51.896745,-0.453315,3,2024-09-12,15
RJS,"RJS · Towerhill MOT Centre Ltd, 27 Towerhill · B42 1LG",Towerhill MOT Centre Ltd,27 Towerhill,B42 1LG,52.533639,-1.920065,2,2026-06-09,16
RJS,RJS · Brighton Road · RH10 6AE,Brighton Road,,RH10 6AE,51.111162,-0.191087,2,2026-04-22,17
RJS,RJS · Priestly Way · RH10 9NT,Priestly Way,,RH10 9NT,51.137643,-0.168953,2,2025-12-24,18
RJS,RJS · Storage Yard · LU4 9BN,Storage Yard,,LU4 9BN,51.896745,-0.453315,2,2025-06-06,19
RJS,RJS · Prestley Way · RH10 9NT,Prestley Way,,RH10 9NT,51.137643,-0.168953,2,2025-01-08,20
RJS,RJS · Arundel Road · LU4 8DY,Arundel Road,,LU4 8DY,51.893551,-0.446318,2,2024-09-19,21
RJS,RJS · Seyssel Street · E14 3HT,Seyssel Street,,E14 3HT,51.491658,-0.007957,2,2024-08-02,22
RJS,RJS · 42 Sallow Field,42 Sallow Field,,,,,1,2026-06-16,23
RJS,RJS · 4 Verstry Close · LU1 1AR,4 Verstry Close,,LU1 1AR,51.880647,-0.424637,1,2026-06-08,24
RJS,RJS · Magpie Meadows · LU2 4FU,Magpie Meadows,,LU2 4FU,,,1,2026-06-05,25
RJS,RJS · Ormskirk Road · WN8 0AQ,Ormskirk Road,,WN8 0AQ,53.541160,-2.732302,1,2026-06-04,26
RJS,RJS · 86 Chester Avenue · LU4 9SQ,86 Chester Avenue,,LU4 9SQ,51.895767,-0.455558,1,2026-06-03,27
RJS,RJS · 423 Green Lane · CV3 6EL,423 Green Lane,,CV3 6EL,52.372120,-1.517143,1,2026-05-26,28
RJS,RJS · Petunia Court · LU3 1XT,Petunia Court,,LU3 1XT,51.888606,-0.430156,1,2026-05-21,29
RJS,RJS · 25 Farnhurst Road · B36 8HS,25 Farnhurst Road,,B36 8HS,52.502020,-1.826841,1,2026-05-11,30
RJS,RJS · Cheviot Close · LU3 3DH,Cheviot Close,,LU3 3DH,51.916635,-0.461646,1,2026-05-07,31
RJS,RJS · 250 Selbourne Road · LU4 8LU,250 Selbourne Road,,LU4 8LU,51.893593,-0.440722,1,2026-04-27,32
RJS,RJS · 8 Theaklen Drive · TN38 9AZ,8 Theaklen Drive,,TN38 9AZ,50.868572,0.552799,1,2026-04-14,33
RJS,RJS · 49 Fieldgate Road · LU4 9TA,49 Fieldgate Road,,LU4 9TA,51.894390,-0.461637,1,2026-03-26,34
RJS,RJS · Oak Way · RH10 8HZ,Oak Way,,RH10 8HZ,51.122662,-0.184621,1,2026-03-25,35
RJS,RJS · behind 138 Kings Road · OL6 8EZ,behind 138 Kings Road,,OL6 8EZ,53.498973,-2.081997,1,2026-03-25,36
RJS,"RJS · Dunstable Road, Luton · LU3 9BZ",Dunstable Road,Luton,LU3 9BZ,,,1,2026-03-18,37
RJS,"RJS · Autobody Solutions, Unit 2 New House Farm · RH6 9TF",Autobody Solutions,Unit 2 New House Farm,RH6 9TF,51.146010,-0.124858,1,2026-03-17,38
RJS,RJS · 48 Easingwold Gardens · LU1 1UD,48 Easingwold Gardens,,LU1 1UD,51.883351,-0.453616,1,2026-03-10,39
RJS,RJS · Foley Road · B8 2JP,Foley Road,,B8 2JP,52.493828,-1.825636,1,2026-03-06,40
RJS,RJS · 30 Harold Road · CV2 5LG,30 Harold Road,,CV2 5LG,52.405614,-1.457981,1,2026-03-02,41
RJS,RJS · 3B Wingate Road · LU4 8PP,3B Wingate Road,,LU4 8PP,51.894774,-0.449735,1,2026-02-18,42
RJS,RJS · 74 Neville Road · LU3 2JJ,74 Neville Road,,LU3 2JJ,51.907370,-0.442875,1,2026-02-16,43
RJS,RJS · 1 Magpie Meadows · LU1 4FU,1 Magpie Meadows,,LU1 4FU,51.880852,-0.463901,1,2026-02-06,44
RJS,RJS · 59 Danby Drive · WS12 0PF,59 Danby Drive,,WS12 0PF,52.703302,-1.950182,1,2026-01-27,45
RJS,RJS · 19 St Augustine Avenue · LU3 1QD,19 St Augustine Avenue,,LU3 1QD,51.897450,-0.429819,1,2026-01-26,46
RJS,RJS · Tiree Path · RH11 9DE,Tiree Path,,RH11 9DE,51.101668,-0.203541,1,2026-01-19,47
RJS,"RJS · Ninfield Court, Salvington Road · RH11 8UR",Ninfield Court,Salvington Road,RH11 8UR,51.100447,-0.217186,1,2026-01-16,48
RJS,RJS · 18 Cheney Road · LU4 9ET,18 Cheney Road,,LU4 9ET,51.908422,-0.473732,1,2025-12-10,49
RJS,RJS · 59 Gate Hill · LU3 4UZ,59 Gate Hill,,LU3 4UZ,,,1,2025-12-10,50
RJS,"RJS · Storage Yard, Kent's Club · LU4 9BN",Storage Yard,Kent's Club,LU4 9BN,51.896745,-0.453315,1,2025-12-10,51
RJS,RJS · Magpie Meadows · LU1 4FU,Magpie Meadows,,LU1 4FU,51.880852,-0.463901,1,2025-12-09,52
RJS,RJS · 3 Southdrift Way · LU1 5PU,3 Southdrift Way,,LU1 5PU,51.871912,-0.434413,1,2025-11-20,53
RJS,RJS · 170 Kingsway · LU1 1TT,170 Kingsway,,LU1 1TT,51.884737,-0.442758,1,2025-11-19,54
RJS,RJS · Grange Street · WS1 3LQ,Grange Street,,WS1 3LQ,52.571133,-1.977229,1,2025-11-19,55
RJS,RJS · 37 Linmere Walk · LU5 5PS,37 Linmere Walk,,LU5 5PS,51.911985,-0.501962,1,2025-11-04,56
RJS,RJS · 199a Dunstable Road · LU1 1DD,199a Dunstable Road,,LU1 1DD,51.885735,-0.429283,1,2025-10-07,57
RJS,RJS · 363 Dunstable Road · LU4 8BY,363 Dunstable Road,,LU4 8BY,51.889730,-0.441597,1,2025-10-07,58
RJS,RJS · 14 Andrew Street · PR1 5HU,14 Andrew Street,,PR1 5HU,53.766631,-2.682438,1,2025-09-12,59
RJS,RJS · Corncastle Road · LU1 5HD,Corncastle Road,,LU1 5HD,51.874120,-0.426070,1,2025-09-01,60
RJS,"RJS · Tower Hill MOT Centre, Tower Hill · B42 1LG",Tower Hill MOT Centre,Tower Hill,B42 1LG,52.533639,-1.920065,1,2025-08-19,61
RJS,RJS · Violet Road · SO16 3HA,Violet Road,,SO16 3HA,50.939702,-1.393981,1,2025-08-19,62
RJS,RJS · Windmill Trading Estate · LU1 3XJ,Windmill Trading Estate,,LU1 3XJ,51.876976,-0.404484,1,2025-08-12,63
RJS,RJS · Robin Lane · BN10 8GJ,Robin Lane,,BN10 8GJ,50.797775,0.007264,1,2025-08-04,64
RJS,RJS · Manton Drive · LU2 7DH,Manton Drive,,LU2 7DH,51.897890,-0.418394,1,2025-07-30,65
RJS,RJS · Burnley Lane · OL1 2PW,Burnley Lane,,OL1 2PW,53.551411,-2.132087,1,2025-07-25,66
RJS,RJS · Popes Row · SG12 0QR,Popes Row,,SG12 0QR,51.819109,-0.033200,1,2025-07-24,67
RJS,RJS · 66 Scott Road · RH10 5DD,66 Scott Road,,RH10 5DD,51.103431,-0.179119,1,2025-07-21,68
RJS,RJS · 67 Greensbridge lane · L35 1UN,67 Greensbridge lane,,L35 1UN,,,1,2025-07-21,69
RJS,"RJS · Auto Body Solutions (southern) Ltd, Antlands Lane · RH6 9TF",Auto Body Solutions (southern) Ltd,Antlands Lane,RH6 9TF,51.146010,-0.124858,1,2025-07-15,70
RJS,RJS · Whalebone Lane South · RM8 1BA,Whalebone Lane South,,RM8 1BA,51.565632,0.146058,1,2025-07-07,71
RJS,RJS · Denver Road · B14 5ED,Denver Road,,B14 5ED,52.405739,-1.879958,1,2025-06-25,72
RJS,RJS · Vincent Road · LU4 9DF,Vincent Road,,LU4 9DF,51.909383,-0.466779,1,2025-06-24,73
RJS,RJS · 4 Bamburgh Crescent · NE27 0NX,4 Bamburgh Crescent,,NE27 0NX,55.034881,-1.507796,1,2025-06-19,74
RJS,RJS · 29 Oldchurch Road · RM7 0BG,29 Oldchurch Road,,RM7 0BG,51.570895,0.180623,1,2025-06-18,75
RJS,RJS · Newark Road · LU4 8LD,Newark Road,,LU4 8LD,51.891321,-0.440234,1,2025-06-18,76
RJS,RJS · Owen Close,Owen Close,,,,,1,2025-06-13,77
RJS,RJS · Cromwell Road · DN5 9SR,Cromwell Road,,DN5 9SR,53.533432,-1.142501,1,2025-06-03,78
RJS,RJS · 43 Broomdashers Road · RH10 1PR,43 Broomdashers Road,,RH10 1PR,51.118839,-0.175312,1,2025-05-29,79
RJS,RJS · Woodland Avenue · LU3 1RW,Woodland Avenue,,LU3 1RW,51.895020,-0.436443,1,2025-05-29,80
RJS,RJS · 11 County Mews · BB2 7JF,11 County Mews,,BB2 7JF,,,1,2025-05-21,81
RJS,RJS · Cumnor House · SW9 0BE,Cumnor House,,SW9 0BE,51.470027,-0.115407,1,2025-05-21,82
RJS,RJS · Rochdale Road · HX6 3NE,Rochdale Road,,HX6 3NE,53.695106,-1.935614,1,2025-05-20,83
RJS,RJS · High Mead · LU3 1RY,High Mead,,LU3 1RY,51.897363,-0.440213,1,2025-05-14,84
RJS,RJS · Three Bridges Road · RH10 1JP,Three Bridges Road,,RH10 1JP,51.115283,-0.175038,1,2025-05-14,85
RJS,"RJS · 27 Apsley Road, Old Bury · B68 0QY",27 Apsley Road,Old Bury,B68 0QY,52.465917,-2.008958,1,2025-05-07,86
RJS,RJS · 561a London Road · SM3 9AE,561a London Road,,SM3 9AE,51.372474,-0.226700,1,2025-05-06,87
RJS,RJS · Station Road · ME14 1QN,Station Road,,ME14 1QN,51.277637,0.520999,1,2025-05-01,88
RJS,RJS · Colchester Street · CV1 5NY,Colchester Street,,CV1 5NY,52.411625,-1.498146,1,2025-04-29,89
RJS,RJS · Kite Way · LU2 0GL,Kite Way,,LU2 0GL,51.886151,-0.407342,1,2025-04-24,90
RJS,RJS · 4 Springfield Road · RH11 8AD,4 Springfield Road,,RH11 8AD,51.112520,-0.191677,1,2025-04-10,91
RJS,RJS · 24 Landrace Road · LU4 0SN,24 Landrace Road,,LU4 0SN,51.901861,-0.498505,1,2025-04-09,92
RJS,RJS · Farley Farm Road · LU1 5PA,Farley Farm Road,,LU1 5PA,51.870081,-0.432675,1,2025-04-09,93
RJS,RJS · St Winifreds Avenue · LU3 1QT,St Winifreds Avenue,,LU3 1QT,51.899034,-0.428615,1,2025-04-09,94
RJS,RJS · Wimborne Road · LU1 1PD,Wimborne Road,,LU1 1PD,51.883300,-0.432056,1,2025-04-09,95
RJS,RJS · Brighton Road · RH1 6PS,Brighton Road,,RH1 6PS,51.233825,-0.171829,1,2025-04-07,96
RJS,RJS · Glencastle Road · M18 7QH,Glencastle Road,,M18 7QH,53.460250,-2.180165,1,2025-04-04,97
RJS,RJS · Oak Way · GU12 4BB,Oak Way,,GU12 4BB,51.239002,-0.741017,1,2025-03-31,98
RJS,RJS · 247 Transport Solutions · TN38 9BA,247 Transport Solutions,,TN38 9BA,50.867966,0.549241,1,2025-03-26,99
RJS,RJS · 79 Woodland Road · B21 0ET,79 Woodland Road,,B21 0ET,52.504969,-1.951569,1,2025-03-12,100
RJS,RJS · 12 Lismore Crescent · RH11 9DB,12 Lismore Crescent,,RH11 9DB,51.102303,-0.205059,1,2025-03-11,101
RJS,"RJS · M-Tech Body Shop, Theaklen Drive · TN38 9AZ",M-Tech Body Shop,Theaklen Drive,TN38 9AZ,50.868572,0.552799,1,2025-02-14,102
RJS,RJS · Shirburn Close · SE23 3AD,Shirburn Close,,SE23 3AD,51.445271,-0.053366,1,2025-02-14,103
RJS,RJS · Saturn Way · HP2 5PA,Saturn Way,,HP2 5PA,51.766151,-0.453583,1,2025-02-07,104
RJS,RJS · 1 - 3 Brighton Road · RH10 6AE,1 - 3 Brighton Road,,RH10 6AE,51.111162,-0.191087,1,2025-02-05,105
RJS,RJS · Fieldgate Road · LU4 9TA,Fieldgate Road,,LU4 9TA,51.894390,-0.461637,1,2025-02-05,106
RJS,RJS · Bank Lane,Bank Lane,,,,,1,2025-01-28,107
RJS,RJS · St Augustine Avenue · LU3 1QB,St Augustine Avenue,,LU3 1QB,51.897387,-0.431885,1,2025-01-20,108
RJS,RJS · Unit 2-4 Vector Point · RH10 9AU,Unit 2-4 Vector Point,,RH10 9AU,51.131694,-0.174420,1,2025-01-16,109
RJS,RJS · Railway Approach · RH19 1BT,Railway Approach,,RH19 1BT,51.126427,-0.013464,1,2025-01-15,110
RJS,RJS · 241 Lessingham Avenue · SW17 8NQ,241 Lessingham Avenue,,SW17 8NQ,51.427764,-0.156935,1,2025-01-10,111
RJS,RJS · 173 The Broadway · B20 3EP,173 The Broadway,,B20 3EP,52.512394,-1.895643,1,2025-01-06,112
RJS,RJS · Penhill · LU3 3LL,Penhill,,LU3 3LL,51.913380,-0.458151,1,2025-01-03,113
RJS,RJS · 140 Connaught Road · LU4 8ES,140 Connaught Road,,LU4 8ES,51.889405,-0.450356,1,2024-12-31,114
RJS,RJS · Boswell Road · RH10 5BA,Boswell Road,,RH10 5BA,51.102282,-0.185020,1,2024-12-23,115
RJS,RJS · Helmsley Road · NE2 1RD,Helmsley Road,,NE2 1RD,54.981872,-1.596259,1,2024-12-23,116
RJS,RJS · Troy Industrial Estate · HA1 2ED,Troy Industrial Estate,,HA1 2ED,51.585229,-0.329664,1,2024-12-19,117
RJS,RJS · Cranleigh Gardens · LU3 1LT,Cranleigh Gardens,,LU3 1LT,51.897595,-0.423884,1,2024-12-18,118
RJS,RJS · Bonavista · RH11 8PN,Bonavista,,RH11 8PN,51.104559,-0.207314,1,2024-12-16,119
RJS,RJS · Unit 46 Wrest Park · MK45 4HS,Unit 46 Wrest Park,,MK45 4HS,52.009071,-0.408897,1,2024-12-13,120
RJS,RJS · 11 Beech Drive · SG2 9TA,11 Beech Drive,,SG2 9TA,51.895381,-0.169679,1,2024-12-12,121
RJS,RJS · 201 The Broadway · RH10 1HE,201 The Broadway,,RH10 1HE,51.114385,-0.189004,1,2024-12-12,122
RJS,"RJS · Towerhill MOT Centre Ltd, Tower Hill · B42 1LG",Towerhill MOT Centre Ltd,Tower Hill,B42 1LG,52.533639,-1.920065,1,2024-12-05,123
RJS,RJS · Beechwood Road · LU4 9RZ,Beechwood Road,,LU4 9RZ,51.897717,-0.456116,1,2024-11-28,124
RJS,RJS · Hawth Close · RH10 6BW,Hawth Close,,RH10 6BW,51.107627,-0.185839,1,2024-11-25,125
RJS,RJS · 24 Bramble Road · LU4 9LU,24 Bramble Road,,LU4 9LU,51.903791,-0.469557,1,2024-11-21,126
RJS,"RJS · Flat 60, Commonwealth Drive · RH10 1AT",Flat 60,Commonwealth Drive,RH10 1AT,51.112875,-0.172847,1,2024-11-13,127
RJS,"RJS · Auto Body Solutions, Antlands Lane · RH6 9TF",Auto Body Solutions,Antlands Lane,RH6 9TF,51.146010,-0.124858,1,2024-11-11,128
RJS,RJS · 14 Matlock Crescent · LU4 0BP,14 Matlock Crescent,,LU4 0BP,51.889582,-0.472845,1,2024-11-08,129
RJS,RJS · 6 Carlton Crescent · LU2 1EN,6 Carlton Crescent,,LU2 1EN,,,1,2024-11-05,130
RJS,RJS · Larkspur Gardens · LU4 8SA,Larkspur Gardens,,LU4 8SA,51.893790,-0.450161,1,2024-11-01,131
RJS,RJS · Macaulay Road · LU4 0LN,Macaulay Road,,LU4 0LN,51.895785,-0.481791,1,2024-10-25,132
RJS,RJS · Stockett Lane · ME15 0QG,Stockett Lane,,ME15 0QG,51.241100,0.501061,1,2024-10-21,133
RJS,RJS · 6 Nursery Rise · RH20 3RD,6 Nursery Rise,,RH20 3RD,50.937184,-0.430855,1,2024-10-18,134
RJS,"RJS · Nightingale House, 1 - 3 Brighton Road · RH10 6NE",Nightingale House,1 - 3 Brighton Road,RH10 6NE,51.104238,-0.170317,1,2024-10-04,135
RJS,RJS · Beech Cresent,Beech Cresent,,,,,1,2024-09-27,136
RJS,RJS · 22 Tythe Road · LU4 9JH,22 Tythe Road,,LU4 9JH,51.909449,-0.470426,1,2024-09-25,137
RJS,RJS · New Street · RH13 5SW,New Street,,RH13 5SW,51.064470,-0.318173,1,2024-09-20,138
RJS,"RJS · Leavesden Studios, Warner Drive · WD25 7LP",Leavesden Studios,Warner Drive,WD25 7LP,51.692673,-0.419468,1,2024-09-17,139
RJS,RJS · Huddersfield Road · HD9 3TR,Huddersfield Road,,HD9 3TR,53.578378,-1.783310,1,2024-09-13,140
RJS,RJS · Wellesley Road · W4 4BN,Wellesley Road,,W4 4BN,51.490275,-0.274726,1,2024-09-11,141
RJS,"RJS · The Matchworks, Speke Road · L19 2PH",The Matchworks,Speke Road,L19 2PH,53.351028,-2.886449,1,2024-09-10,142
RJS,RJS · Clark Road · RH11 9SU,Clark Road,,RH11 9SU,51.093092,-0.211357,1,2024-09-06,143
RJS,RJS · 23 Beechwood Road · LU4 8RR,23 Beechwood Road,,LU4 8RR,51.893249,-0.450732,1,2024-09-04,144
RJS,RJS · Springfield Road · RH11 8AD,Springfield Road,,RH11 8AD,51.112520,-0.191677,1,2024-08-30,145
RJS,RJS · Ashton road,Ashton road,,,,,1,2024-08-23,146
RJS,RJS · 120 Ashburnham Road · LU1 1JS,120 Ashburnham Road,,LU1 1JS,51.879689,-0.430322,1,2024-08-20,147
RJS,"RJS · Paxton House, Spalding Road · PE20 2ET",Paxton House,Spalding Road,PE20 2ET,52.901742,-0.097607,1,2024-08-19,148
RJS,RJS · 83 Limbury Road · LU3 2PJ,83 Limbury Road,,LU3 2PJ,51.904293,-0.445453,1,2024-08-09,149
RJS,RJS · Meadow Way · BN17 6BL,Meadow Way,,BN17 6BL,50.810740,-0.528309,1,2024-08-07,150
RJS,RJS · 54 Naseby Road · LU1 1LF,54 Naseby Road,,LU1 1LF,51.881137,-0.433715,1,2024-08-02,151
RJS,RJS · Albert Gardens · LU1 3FD,Albert Gardens,,LU1 3FD,51.874364,-0.412741,1,2024-08-01,152
RJS,RJS · 3 Coachmans Drive · L12 0HX,3 Coachmans Drive,,L12 0HX,53.440310,-2.882194,1,2024-07-31,153
RJS,RJS · Weoley Castle Road · B29 5QL,Weoley Castle Road,,B29 5QL,52.437469,-1.971310,1,2024-07-31,154
RJS,RJS · Woodside Green · SE25 5EU,Woodside Green,,SE25 5EU,51.386841,-0.070492,1,2024-07-31,155
RJS,RJS · Wentworth Avenue · LU4 9EN,Wentworth Avenue,,LU4 9EN,51.909314,-0.473207,1,2024-07-26,156
RJS,RJS · Barons Court · IG1 1QN,Barons Court,,IG1 1QN,51.561099,0.084757,1,2024-07-23,157
RJS,RJS · Feroners Close · RH10 6EA,Feroners Close,,RH10 6EA,51.107743,-0.166750,1,2024-07-17,158
RJS,RJS · Kenmara Close · RH10 8AN,Kenmara Close,,RH10 8AN,51.131203,-0.164849,1,2024-07-17,159
RJS,RJS · Friary Estate · SE15 1RP,Friary Estate,,SE15 1RP,51.482377,-0.064820,1,2024-07-12,160
RJS,RJS · Bells Hill Green · SL2 4EW,Bells Hill Green,,SL2 4EW,51.549309,-0.585779,1,2024-07-10,161
RJS,"RJS · Merrywood, Green Lane · RH6 9TJ",Merrywood,Green Lane,RH6 9TJ,51.151959,-0.131867,1,2024-07-08,162
RJS,RJS · Hare Lane · RH11 7PW,Hare Lane,,RH11 7PW,51.126976,-0.203073,1,2024-07-05,163
RJS,RJS · 234-235 Selbourne Road · LU4 8NP,234-235 Selbourne Road,,LU4 8NP,51.895867,-0.445395,1,2024-07-03,164
RJS,RJS · 4 Pickford Close · DA7 4RB,4 Pickford Close,,DA7 4RB,51.465402,0.131950,1,2024-07-03,165
RJS,RJS · 21 St Augustine Avenue · LU3 1QD,21 St Augustine Avenue,,LU3 1QD,51.897450,-0.429819,1,2024-07-02,166
RJS,RJS · Verney Crescent · L19 4UR,Verney Crescent,,L19 4UR,53.365644,-2.896010,1,2024-06-27,167
RJS,"RJS · All Bike Solutions, Katherine Road · E6 1EW",All Bike Solutions,Katherine Road,E6 1EW,51.534390,0.046451,1,2024-06-26,168
RJS,RJS · Brighton Road · RH10 6AA,Brighton Road,,RH10 6AA,51.111773,-0.190477,1,2024-06-25,169
RJS,RJS · Mount Pleasant · HA0 1TS,Mount Pleasant,,HA0 1TS,51.542039,-0.296520,1,2024-06-19,170
RJS,RJS · Winfield Way · RH11 9RX,Winfield Way,,RH11 9RX,51.099564,-0.195367,1,2024-06-19,171
RJS,"RJS · All Bike Solutions, 73 Katherine Road · E6 1EW",All Bike Solutions,73 Katherine Road,E6 1EW,51.534390,0.046451,1,2024-06-18,172
RJS,RJS · 8 St Georges Crescent · HX3 5LR,8 St Georges Crescent,,HX3 5LR,53.730451,-1.872718,1,2024-06-14,173
RJS,RJS · Sheridan Road,Sheridan Road,,,,,1,2024-06-13,174
RJS,RJS · Perrin Road · HA0 2NW,Perrin Road,,HA0 2NW,51.560098,-0.320342,1,2024-06-12,175
RJS,RJS · Stuart Street · LU1 2SL,Stuart Street,,LU1 2SL,51.878082,-0.418407,1,2024-06-12,176
RJS,RJS · Uppingham Avenue · HA7 2JX,Uppingham Avenue,,HA7 2JX,51.596488,-0.307738,1,2024-06-12,177
RJS,RJS · 32A Waller Avenue · LU4 9RP,32A Waller Avenue,,LU4 9RP,51.893772,-0.452168,1,2024-06-07,178
RJS,RJS · Avondale Road · LU1 1DJ,Avondale Road,,LU1 1DJ,51.883818,-0.427751,1,2024-06-07,179
RJS,RJS · Orchardville · SL1 7BD,Orchardville,,SL1 7BD,51.531134,-0.664598,1,2024-06-06,180
RJS,RJS · 19 Sandhurst Grove · CV6 3BN,19 Sandhurst Grove,,CV6 3BN,52.418681,-1.517357,1,2024-06-05,181
RL,RL · 70 Cambridge Heath Road · E1 5QJ,70 Cambridge Heath Road,,E1 5QJ,51.523412,-0.054604,2,2025-11-17,1
RL,RL · Ladysmith Road · EN1 3AQ,Ladysmith Road,,EN1 3AQ,51.658549,-0.066909,1,2026-06-02,2
RL,RL · Trellis Square · E3 2DR,Trellis Square,,E3 2DR,51.528838,-0.028392,1,2025-01-15,3
RL,RL · 210 Findon Road · BN14 0EJ,210 Findon Road,,BN14 0EJ,50.849259,-0.397879,1,2024-10-02,4
ROZZII,ROZZII · 386 Park Road · B18 5ST,386 Park Road,,B18 5ST,52.497405,-1.928879,5,2025-04-24,1
ROZZII,ROZZII · Park Road · B18 5ST,Park Road,,B18 5ST,52.497405,-1.928879,4,2025-03-28,2
ROZZII,"ROZZII · Green Destinations Ltd, Park Road · B18 5ST",Green Destinations Ltd,Park Road,B18 5ST,52.497405,-1.928879,2,2024-09-27,3
ROZZII,"ROZZII · Green Destinations Ltd, 386 Park Road · B18 5ST",Green Destinations Ltd,386 Park Road,B18 5ST,52.497405,-1.928879,1,2024-08-20,4
ROZZII,ROZZII · Church Road · B15 3ST,Church Road,,B15 3ST,52.461800,-1.920842,1,2024-07-30,5
ROZZII,"ROZZII · Green Destinations, Park Road · B18 5ST",Green Destinations,Park Road,B18 5ST,52.497405,-1.928879,1,2024-06-18,6
ROZZII,"ROZZII · Green Destinations Limited, Park Road · B18 5ST",Green Destinations Limited,Park Road,B18 5ST,52.497405,-1.928879,1,2024-06-12,7
ROZZII,ROZZII · Rozzii · B18 5ST,Rozzii,,B18 5ST,52.497405,-1.928879,1,2024-06-05,8
SBL,SBL · Unit 1/4 Inveresk Mills Industrial Park · EH21 7UQ,Unit 1/4 Inveresk Mills Industrial Park,,EH21 7UQ,55.936456,-3.060174,1,2026-02-03,1
SIX,SIX · Moseley Street · B5 6JX,Moseley Street,,B5 6JX,52.472554,-1.890158,3,2026-05-21,1
SS,"SS · Fountain Rentals Ltd, Enterprise Park · CH65 5EP",Fountain Rentals Ltd,Enterprise Park,CH65 5EP,53.275325,-2.886111,16,2025-12-18,1
SS,SS · Waldrons Lane · CW1 4PT,Waldrons Lane,,CW1 4PT,53.120235,-2.441226,3,2026-04-16,2
SS,"SS · Unit 2 Dragon Works, Chester Road · CH4 8RW",Unit 2 Dragon Works,Chester Road,CH4 8RW,53.178617,-2.935829,2,2025-01-30,3
SS,SS · Vale Road · CH65 9AZ,Vale Road,,CH65 9AZ,53.275314,-2.905516,2,2025-01-22,4
SS,SS · Chester Road · CH4 8RW,Chester Road,,CH4 8RW,53.178617,-2.935829,2,2024-12-31,5
SS,SS · Hurlbutts Drive · CH5 1SF,Hurlbutts Drive,,CH5 1SF,53.211262,-3.023733,2,2024-11-12,6
SS,SS · 101 Victoria Road · CH42 0JS,101 Victoria Road,,CH42 0JS,53.382699,-3.032578,1,2026-03-11,7
SS,"SS · 8 Hardings Wood Avenue, Sandbach · CW11 3DS",8 Hardings Wood Avenue,Sandbach,CW11 3DS,53.132802,-2.381345,1,2026-02-18,8
SS,SS · 18 Kielder Hill · M24 6TF,18 Kielder Hill,,M24 6TF,53.566085,-2.199488,1,2026-02-13,9
